342-342-621= -621
664(92+272= ERROR
870(791*437= ERROR
54-908)606= ERROR
966)830-408= ERROR
555*331(800= ERROR
983)509)915= ERROR
354)20)384= ERROR
842(708(955= ERROR
261-108(966= ERROR
907*337)907= ERROR
449)603)268= ERROR
335(247(235= ERROR
241+582*61= 35743
821(517+189= ERROR
517)435+913= ERROR
389*296-470= 114674
217+731)391= ERROR
395*98-246= 38464
916-165+125= 876
576+904(667= ERROR
244(465-884= ERROR
250)60-486= ERROR
205+414-934= -315
806*2(671= ERROR
113*971*883= 96885409
582+1*116= 698
869*419+710= 364821
106)639+923= ERROR
794+541)601= ERROR
359)755+76= ERROR
560+316)940= ERROR
217(460*53= ERROR
343+587-670= 260
494*778+718= 385050
73*208+364= 15548
651(690-798= ERROR
743-647)310= ERROR
241+961-877= 325
292)506)468= ERROR
236)410*421= ERROR
258*161-381= 41157
678)10+907= ERROR
884+425+950= 2259
296(414)939= ERROR
815(556)420= ERROR
37(845*515= ERROR
991-819)500= ERROR
663*715*245= 116141025
149*949*979= 138431579
925-425)580= ERROR
263)939)733= ERROR
511(684+854= ERROR
532)397(969= ERROR
138+237(725= ERROR
889)411(744= ERROR
104+259*367= 95157
365-273+510= 602
509(527-144= ERROR
731-223*869= -193056
61+386*958= 369849
607(775(297= ERROR
141*522-476= 73126
416*574*204= 48711936
449*281)779= ERROR
171*692+830= 119162
546+11*215= 2911
601+299+168= 1068
88-430-479= -821
452-34(303= ERROR
624(230-467= ERROR
954-835*617= -514241
520(179(536= ERROR
506-626)468= ERROR
627(194-372= ERROR
609+41-931= -281
736)576-457= ERROR
318)7-468= ERROR
499+829-969= 359
375-21-594= -240
735(113(413= ERROR
120*642*346= 26655840
632*526(757= ERROR
211-789+639= 61
56-647+55= -536
63(574(577= ERROR
333)680(920= ERROR
601-704)212= ERROR
731*159(635= ERROR
461+338*960= 324941
18*365*570= 3744900
568+679-374= 873
275)898(30= ERROR
356(344)16= ERROR
984-276-643= 65
996+789(678= ERROR
869-596)91= ERROR
465-292(251= ERROR
667+4(890= ERROR
266(181*202= ERROR
829(618(734= ERROR
52*82-241= 4023
52-905(391= ERROR
911(895)489= ERROR
987(641-715= ERROR
69-628)277= ERROR
194)169+143= ERROR
360+322-873= -191
565(834(214= ERROR
654+245*620= 152554
714+336-244= 806
668(104+785= ERROR
810)814(426= ERROR
944)971*507= ERROR
74+982-116= 940
13*170*229= 506090
522-704+674= 492
378+608-22= 964
178(635)804= ERROR
813*660+292= 536872
805-639+911= 1077
347+6*157= 1289
613)580+569= ERROR
654)528*282= ERROR
529)348)286= ERROR
333)735*923= ERROR
80)517(815= ERROR
229*292+398= 67266
796(475+339= ERROR
68+601(851= ERROR
402-550*346= -189898
306(538(96= ERROR
458)679*470= ERROR
616(758-80= ERROR
474(360*247= ERROR
770-526*902= -473682
42+376+622= 1040
409-611)596= ERROR
660)913+440= ERROR
961*143(603= ERROR
802(566*268= ERROR
207+391+684= 1282
663)549(368= ERROR
23+631(498= ERROR
324+225-175= 374
61(203(261= ERROR
119+101)542= ERROR
941+248(912= ERROR
194)106(868= ERROR
47)114+825= ERROR
684-858*582= -498672
671)919*81= ERROR
463(690)506= ERROR
655*861+706= 564661
749-234*720= -167731
871(684-144= ERROR
845*280*438= 103630800
664-424)667= ERROR
5(941*749= ERROR
122(669(870= ERROR
47(941+839= ERROR
966)834*8= ERROR
91*339+345= 31194
151+747+699= 1597
936-94)776= ERROR
604(463-271= ERROR
610(888*743= ERROR
736+96)596= ERROR
55)987)864= ERROR
66+630(268= ERROR
886(158+615= ERROR
198*221+522= 44280
978+583)107= ERROR
77(816)764= ERROR
673+670*818= 548733
707*541)809= ERROR
537)263(591= ERROR
494(855-342= ERROR
742(123(97= ERROR
474*243*818= 94218876
165)33-391= ERROR
669)155)693= ERROR
449)957*824= ERROR
608-212(290= ERROR
618-81-766= -229
253-557-791= -1095
219(56+805= ERROR
839(249*180= ERROR
513(935)216= ERROR
953*940)362= ERROR
801)382(923= ERROR
399)924*575= ERROR
950(852-806= ERROR
820*852*429= 299716560
92+538(723= ERROR
876*975(674= ERROR
567)751+589= ERROR
865(285+558= ERROR
726-85(728= ERROR
988*190+843= 188563
713-905)184= ERROR
549+6*557= 3891
982)952*84= ERROR
629+965*596= 575769
972+789+682= 2443
736(81(489= ERROR
190)657+39= ERROR
480(965*912= ERROR
743)818(924= ERROR
537)381+874= ERROR
360(919-807= ERROR
298-420)893= ERROR
401+299(706= ERROR
35(776)194= ERROR
1*448(519= ERROR
61+671)604= ERROR
682(396+354= ERROR
10-504+723= 229
826)259*507= ERROR
334(96(457= ERROR
28-339*765= -259307
864)844(124= ERROR
814(813-181= ERROR
68(839(248= ERROR
381-567-589= -775
694-421-269= 4
29+71*963= 68402
39-994(15= ERROR
880(951*251= ERROR
122-852(99= ERROR
929*499+131= 463702
783+607-380= 1010
809(959-190= ERROR
538-48(59= ERROR
448+905(301= ERROR
747*712(28= ERROR
135(662(486= ERROR
535)198*804= ERROR
224*770+786= 173266
528+427*164= 70556
757*790-30= 598000
698*586*406= 166065368
882*121(545= ERROR
951-132-348= 471
117)882+763= ERROR
107-17)774= ERROR
876-112-134= 630
672+880-679= 873
741*14*576= 5975424
499+139(62= ERROR
76(106(776= ERROR
722)694-502= ERROR
86+83*10= 916
639)398(735= ERROR
647+668*181= 121555
266+793(211= ERROR
919-386+192= 725
110*788-120= 86560
259(311(161= ERROR
820-706*241= -169326
357+708(461= ERROR
933(811*689= ERROR
667*407*90= 24432210
506)929*611= ERROR
741(700*85= ERROR
53(391+48= ERROR
642(1-366= ERROR
813+47+400= 1260
962)158)851= ERROR
997-544+52= 505
603)136+573= ERROR
895(457-726= ERROR
500+761(857= ERROR
598(901-911= ERROR
259*575+463= 149388
155+230)292= ERROR
696)641*814= ERROR
327(5-290= ERROR
751+2+189= 942
624)291(594= ERROR
120(494+453= ERROR
500)606+126= ERROR
796(98-760= ERROR
807)660(169= ERROR
246-280*338= -94394
174-378)601= ERROR
453-632*152= -95611
43)22*804= ERROR
190+792*992= 785854
602)671*402= ERROR
252)544+55= ERROR
481)446-518= ERROR
924)608-180= ERROR
765*72)301= ERROR
961(322)890= ERROR
405*1-772= -367
328(543*586= ERROR
746(453+987= ERROR
644-749)385= ERROR
668+740(813= ERROR
503-194+434= 743
26+435(795= ERROR
581)270*316= ERROR
281(466)336= ERROR
866*508*205= 90185240
776(256*81= ERROR
695(899+367= ERROR
801)9)127= ERROR
182-668-161= -647
53)213)886= ERROR
549(733-208= ERROR
856)766+739= ERROR
405)575*655= ERROR
827+826-359= 1294
110*260(595= ERROR
413+263+785= 1461
705+494*700= 346505
719*87*379= 23707587
527*967+39= 509648
852)623)370= ERROR
896*732(594= ERROR
370(360)623= ERROR
956*225-417= 214683
927(469-863= ERROR
4+101(591= ERROR
903-471(797= ERROR
381-137)449= ERROR
375-898-621= -1144
363-556+663= 470
6+396-410= -8
759*51*74= 2864466
664+856+745= 2265
745(259(999= ERROR
878(306-416= ERROR
341(405+851= ERROR
297)374(527= ERROR
653-777(937= ERROR
235*526*114= 14091540
872)220(169= ERROR
154)960(649= ERROR
545+152+187= 884
321+887)696= ERROR
103*995+599= 103084
289(558(519= ERROR
88(773-89= ERROR
428*552+193= 236449
867)32*995= ERROR
553(640)575= ERROR
94)52-104= ERROR
413-645-892= -1124
140+956(985= ERROR
771)50-864= ERROR
207(968-20= ERROR
259+992-315= 936
264+673-976= -39
190+806-33= 963
172+367)917= ERROR
901)198+128= ERROR
642+47*542= 26116
338-591*890= -525652
53+215)2= ERROR
984(204+766= ERROR
470)716)712= ERROR
881*799+621= 704540
850+920-147= 1623
531(549+313= ERROR
126-669-276= -819
238+69-570= -263
490+978)50= ERROR
77(335-132= ERROR
672(883-577= ERROR
982(903)483= ERROR
460(951)248= ERROR
741-920+698= 519
843-291-786= -234
655-149)694= ERROR
606*685+81= 415191
746*145*379= 40996430
581*713*500= 207126500
535*964*82= 42290680
976*854(723= ERROR
964*142+127= 137015
605*147(969= ERROR
186*632)672= ERROR
329(82+31= ERROR
726-284(57= ERROR
588(523(382= ERROR
346-239-156= -49
427*606+378= 259140
683(749-277= ERROR
344(345+597= ERROR
564*781(409= ERROR
439)856)944= ERROR
352*180-544= 62816
490)123)993= ERROR
286*929+830= 266524
236)601-549= ERROR
681*339(372= ERROR
509+28*503= 14593
630-829+79= -120
626+78)361= ERROR
257+344*531= 182921
930(840(713= ERROR
306-750-462= -906
367+185-303= 249
279)608(322= ERROR
88(134-451= ERROR
130)161-875= ERROR
121+914+758= 1793
371-106)669= ERROR
270)63-612= ERROR
494*229*941= 106451566
893*917)145= ERROR
774+215)232= ERROR
606)613+684= ERROR
671+53-877= -153
505*777-960= 391425
733-596-25= 112
337-652-550= -865
935*634-86= 592704
526)351(877= ERROR
517(482+514= ERROR
670+405)176= ERROR
985*712)192= ERROR
685(98*352= ERROR
21(47+9= ERROR
593*577)98= ERROR
396+542(619= ERROR
938-160*249= -38902
66*701(411= ERROR
57(975)200= ERROR
292*119)787= ERROR
911)935-620= ERROR
203*135*173= 4741065
908*680+627= 618067
891-59+441= 1273
547+371+159= 1077
10(686*89= ERROR
405)485(1= ERROR
385)418)620= ERROR
705+599(334= ERROR
951+867-715= 1103
184+287)542= ERROR
625*851)785= ERROR
230-613-726= -1109
703+320)119= ERROR
316-437-246= -367
246)397*776= ERROR
180)656(874= ERROR
558)57*722= ERROR
714+645+833= 2192
234+297-929= -398
925+131*193= 26208
880+842*546= 460612
349-185+471= 635
227(468*106= ERROR
1(741)973= ERROR
744)425)988= ERROR
733*654+568= 479950
606*186+814= 113530
599-977(656= ERROR
398(354+559= ERROR
488+150+951= 1589
689*513-351= 353106
519+688*431= 297047
433+201)308= ERROR
473*720+538= 341098
472*616*997= 289879744
738)577(809= ERROR
772)58+864= ERROR
14+493*755= 372229
64-74)169= ERROR
698(646)430= ERROR
734-460)432= ERROR
621+550(479= ERROR
542*924-139= 500669
223-664-607= -1048
784(226+260= ERROR
99)858*833= ERROR
843-747-703= -607
258+867-125= 1000
813(889-530= ERROR
913-99-261= 553
137)99)999= ERROR
113(544)449= ERROR
744+805-407= 1142
187(344)494= ERROR
785+821+751= 2357
269)69*117= ERROR
360-699+437= 98
893-101*422= -41729
936)702+462= ERROR
406(468)870= ERROR
95+947)657= ERROR
151-259-572= -680
736(792(198= ERROR
263)672(288= ERROR
618)510(45= ERROR
939-710*898= -636641
940)217-103= ERROR
500(420(27= ERROR
556*987*931= 510906732
258-337+377= 298
583*315(816= ERROR
547)294)513= ERROR
106*175+242= 18792
467(154*320= ERROR
563*191(550= ERROR
912-891)4= ERROR
526+93)51= ERROR
973*606-501= 589137
690*557*590= 226754700
331+346)937= ERROR
111)128+174= ERROR
522+179)608= ERROR
952(505-602= ERROR
933*154(885= ERROR
971-624+665= 1012
927+203(127= ERROR
749*803(239= ERROR
608(75(281= ERROR
971*750)40= ERROR
654*918+715= 601087
558)963(435= ERROR
982-657)755= ERROR
132*139-476= 17872
324)446(462= ERROR
584*625*496= 181040000
914)138(955= ERROR
157(763)96= ERROR
618-464+137= 291
974(974+766= ERROR
202+134)298= ERROR
466+10-364= 112
952-655(291= ERROR
949(386+800= ERROR
318-404)960= ERROR
310+201*344= 69454
519+751*394= 296413
614+38(297= ERROR
635)643+126= ERROR
97+764-17= 844
721)546)847= ERROR
697)989)417= ERROR
446*436-831= 193625
238(504-495= ERROR
734(809+438= ERROR
643-757*951= -719264
85*384(579= ERROR
307-46(942= ERROR
80(83-405= ERROR
368)731-11= ERROR
944(185-148= ERROR
212(796*868= ERROR
282+816)315= ERROR
479(134(225= ERROR
903(736)13= ERROR
42(288)287= ERROR
477*475+279= 226854
785+892-819= 858
182(827+378= ERROR
412)224(528= ERROR
110)609-713= ERROR
316+164+696= 1176
79-318(268= ERROR
895(158*906= ERROR
507-481(132= ERROR
113+648(161= ERROR
461+418(596= ERROR
860+421+910= 2191
972)791*806= ERROR
363(891)629= ERROR
230-384+721= 567
629+73)396= ERROR
230-179)100= ERROR
382*72*796= 21893184
874*972*195= 165657960
201)889-726= ERROR
415-938)803= ERROR
225*815+731= 184106
795+701-223= 1273
94+68)46= ERROR
267-265)573= ERROR
445)261)485= ERROR
408+987(362= ERROR
764(712(816= ERROR
814(820+932= ERROR
810(639*980= ERROR
699+242)499= ERROR
421)716-274= ERROR
978*531-783= 518535
886(524*791= ERROR
899)735)545= ERROR
970-707*215= -151035
63)518-881= ERROR
753)540+403= ERROR
951*15*920= 13123800
548)929*782= ERROR
579-912)295= ERROR
185(190+230= ERROR
353-486-529= -662
423*360+254= 152534
16*917*85= 1247120
419-659*500= -329081
191+522(422= ERROR
254*467-467= 118151
280+61)280= ERROR
240-49-388= -197
733(4*398= ERROR
995+86*835= 72805
192*55)704= ERROR
553+692+961= 2206
744-796-383= -435
87+451)828= ERROR
322+701(417= ERROR
364)756+328= ERROR
562(174-469= ERROR
654*491)876= ERROR
124)689(456= ERROR
685*211)43= ERROR
557)359*654= ERROR
467+614-640= 441
315)315)198= ERROR
402)978*673= ERROR
101-637-609= -1145
602)666-23= ERROR
505(99-793= ERROR
939-521+376= 794
296+338(54= ERROR
433+258(519= ERROR
783(495-716= ERROR
507*586(729= ERROR
439+847*961= 814406
266+418+499= 1183
534-422*777= -327360
356-170+24= 210
967+425)332= ERROR
666(23)763= ERROR
483+370+777= 1630
772-401(327= ERROR
417-192(581= ERROR
408)700*983= ERROR
619)207)694= ERROR
762)319-292= ERROR
390-365*171= -62025
863)354+97= ERROR
843+166+53= 1062
486+851+236= 1573
417*131*372= 20321244
213-394+636= 455
953(431-124= ERROR
222)925)197= ERROR
511)753+629= ERROR
638-201*899= -180061
638+406)687= ERROR
416)852+225= ERROR
30-151+302= 181
256)40+93= ERROR
319(502+644= ERROR
112-166*404= -66952
62)321-362= ERROR
224(685(587= ERROR
773+728*62= 45909
785-21+730= 1494
742(957+750= ERROR
832(162*630= ERROR
640*370+849= 237649
315+988)891= ERROR
571)318+792= ERROR
714-503)917= ERROR
560(640)494= ERROR
484+773+482= 1739
931*557-943= 517624
739-233(606= ERROR
434)894*972= ERROR
340)24)469= ERROR
417+8(913= ERROR
251-318*822= -261145
519(823)539= ERROR
767*791)649= ERROR
406(575(152= ERROR
606-26-586= -6
117*559(891= ERROR
977(595+113= ERROR
62-327)927= ERROR
441-919(772= ERROR
842(130+442= ERROR
479-906-391= -818
629-615*934= -573781
832)604*354= ERROR
486+628-407= 707
597*742*858= 380071692
535)177(301= ERROR
450*841-728= 377722
188-906*950= -860512
56+212)773= ERROR
705*515*933= 338748975
445+484+506= 1435
892*923)680= ERROR
335)268(603= ERROR
738*949-742= 699620
823)700+949= ERROR
611*757)769= ERROR
616+666(186= ERROR
364(981(674= ERROR
201*956-820= 191336
391+361-225= 527
128-798*773= -616726
383)462*354= ERROR
753+924*456= 422097
786)911+984= ERROR
637)392-55= ERROR
462)871(322= ERROR
327)955+803= ERROR
832+589(490= ERROR
172-320-809= -957
56*758*957= 40622736
590+329*206= 68364
218-36-451= -269
117+981)597= ERROR
826(299(309= ERROR
570+413)593= ERROR
708+904)392= ERROR
611+913+37= 1561
648-407)156= ERROR
510(960(333= ERROR
612)863*507= ERROR
712-209-723= -220
209-667)995= ERROR
161*868(927= ERROR
191+704+981= 1876
715*6+411= 4701
968(329)608= ERROR
956(977*52= ERROR
896*635)116= ERROR
927-271)633= ERROR
784)182)773= ERROR
530-928)576= ERROR
930)80+947= ERROR
133)139-384= ERROR
308-75-495= -262
76*432)232= ERROR
104*827)152= ERROR
219+807*624= 503787
368)123*797= ERROR
345+350+41= 736
602(300)751= ERROR
222-784*256= -200482
315-616*17= -10157
942-654-583= -295
55)602+646= ERROR
444(52+900= ERROR
136*526+733= 72269
450*369*619= 102784950
303(653*493= ERROR
16)462-510= ERROR
347(375(406= ERROR
322-328*468= -153182
499)600*393= ERROR
5)781)977= ERROR
469*82)308= ERROR
148+449)294= ERROR
425(570-237= ERROR
898+961-682= 1177
812+499+569= 1880
86+242*409= 99064
100*714*543= 38770200
333*206*278= 19070244
991-169)610= ERROR
413*186(246= ERROR
722(520(486= ERROR
251)156+865= ERROR
330-491-381= -542
475+663*955= 633640
592-687*697= -478247
522)10-215= ERROR
974*69)145= ERROR
837)909+184= ERROR
712)431(264= ERROR
538-590(808= ERROR
438(736+483= ERROR
439*239)194= ERROR
314)178)15= ERROR
536+842-460= 918
967(160*815= ERROR
703(947(488= ERROR
671-817-203= -349
238*286(181= ERROR
549)102)593= ERROR
147+664(408= ERROR
460)884*616= ERROR
535)294*322= ERROR
180(346)603= ERROR
427+671-915= 183
303)53+531= ERROR
157+473(878= ERROR
977(194-522= ERROR
850(240(674= ERROR
981+358(568= ERROR
541*150*377= 30593550
550)709(282= ERROR
568)432+232= ERROR
397)794(345= ERROR
101*177)648= ERROR
838(726+618= ERROR
439-912+406= -67
330)143-885= ERROR
728+691)960= ERROR
292-443)759= ERROR
973)105+323= ERROR
745-750-789= -794
924-790(611= ERROR
589)166-525= ERROR
287-465+289= 111
974-382)365= ERROR
916)288*313= ERROR
811)669*286= ERROR
798*845(295= ERROR
553+774(29= ERROR
852*294+55= 250543
580+738+476= 1794
934+404(756= ERROR
182-279(5= ERROR
935*514-394= 480196
713-487(292= ERROR
326(31(365= ERROR
50*704-805= 34395
194*955*18= 3334860
105*721*925= 70027125
224(991*85= ERROR
934)197*820= ERROR
363)880-614= ERROR
76+106*717= 76078
778-835)404= ERROR
152(480+933= ERROR
958-305(9= ERROR
840*762)241= ERROR
593-905-573= -885
277)494)523= ERROR
245+687*425= 292220
852(111*907= ERROR
237-613)356= ERROR
554)68*299= ERROR
601-87(85= ERROR
551(181*72= ERROR
116*696*369= 29791584
626-23*795= -17659
531(951)782= ERROR
670(234(900= ERROR
170-515*686= -353120
440(858*665= ERROR
517-123*380= -46223
880*472-607= 414753
773)696*10= ERROR
273*103*227= 6383013
402)68(901= ERROR
204*221*429= 19341036
340+627)813= ERROR
91(744)990= ERROR
482-232)925= ERROR
935+444+802= 2181
848)511)543= ERROR
613*989-674= 605583
496*729-824= 360760
659)231)320= ERROR
904)265*589= ERROR
36)752*732= ERROR
479-103)936= ERROR
615*398(910= ERROR
179(954-122= ERROR
554+304(872= ERROR
437(10+961= ERROR
490*184(481= ERROR
267(747-981= ERROR
728*323)416= ERROR
360(607*243= ERROR
899-976)277= ERROR
372)675-208= ERROR
221*275(713= ERROR
798)250)910= ERROR
845)821*510= ERROR
18+928-214= 732
387)450)469= ERROR
675-359*252= -89793
486)83(741= ERROR
334(909)563= ERROR
843-208)632= ERROR
813*398+337= 323911
458)868)856= ERROR
12*622*595= 4441080
325-174(225= ERROR
162(168-977= ERROR
112(438+504= ERROR
950+223)318= ERROR
483-101+10= 392
511*524-972= 266792
600*105)49= ERROR
926)789*388= ERROR
557)44)282= ERROR
66*277)303= ERROR
581-972+414= 23
2)277-204= ERROR
715*330*369= 87065550
528)648*808= ERROR
254*538-925= 135727
501(851*438= ERROR
9-235*505= -118666
618)321+282= ERROR
206)305-696= ERROR
328+930)97= ERROR
350+278*823= 229144
848(66)357= ERROR
726+137*916= 126218
808)408+31= ERROR
482+674*868= 585514
463-43-284= 136
760(858-639= ERROR
272(98*962= ERROR
482-425*823= -349293
46)491(335= ERROR
179(737+859= ERROR
748)551(218= ERROR
146*336+440= 49496
195-975(790= ERROR
568+772)862= ERROR
511(46)190= ERROR
902)470-635= ERROR
145+255-93= 307
806-48+500= 1258
42)960+204= ERROR
955*583-26= 556739
510)355-690= ERROR
270(164)236= ERROR
484(233*104= ERROR
563*966*171= 92999718
150*164+379= 24979
494-323+64= 235
524(372*252= ERROR
236(843+601= ERROR
527-22+352= 857
668-848*579= -490324
597+400(388= ERROR
598*99)535= ERROR
59+400(727= ERROR
540)16+88= ERROR
7*846+495= 6417
368-181(720= ERROR
537*95(834= ERROR
323)318*75= ERROR
153*784(369= ERROR
822-729(7= ERROR
695+524*700= 367495
666-80(956= ERROR
275-273(617= ERROR
138*9(472= ERROR
845-760-357= -272
69-191)474= ERROR
527(315-668= ERROR
589*777(866= ERROR
501(274-686= ERROR
507)811(611= ERROR
200)269+805= ERROR
196+984)552= ERROR
495*144)145= ERROR
785)254*167= ERROR
85-237+921= 769
851)918-60= ERROR
361+392*747= 293185
672-190(828= ERROR
289+107+898= 1294
291(628*699= ERROR
810(289)586= ERROR
906*75(78= ERROR
778*823*898= 574984012
363(273)906= ERROR
625+47(285= ERROR
322)703-130= ERROR
350+858-597= 611
380*623(109= ERROR
413-710+623= 326
245*297+910= 73675
652-118*986= -115696
735-979+957= 713
68+543*391= 212381
239(91-260= ERROR
729*169-547= 122654
796-443)342= ERROR
104)841*510= ERROR
461(926+175= ERROR
496*119(593= ERROR
309*727)26= ERROR
664+738*505= 373354
421+512*23= 12197
189*243(499= ERROR
340(278)362= ERROR
511+875(426= ERROR
984)305*557= ERROR
777(826(703= ERROR
21*180-929= 2851
198(758(347= ERROR
601-535+589= 655
569+294+324= 1187
51+214+281= 546
97-549(554= ERROR
931-609(220= ERROR
143-472+193= -136
190(572-488= ERROR
435)926*957= ERROR
984-386(380= ERROR
221(264+670= ERROR
389(882-786= ERROR
854(236)632= ERROR
100(74+286= ERROR
21)821-152= ERROR
344)253-664= ERROR
935+133)31= ERROR
877*236)879= ERROR
848*791)469= ERROR
797-113(339= ERROR
646(160-347= ERROR
1-849+379= -469
581-819*99= -80500
253(949)659= ERROR
411-995+220= -364
626(339(697= ERROR
410*813(477= ERROR
794(685(777= ERROR
817)277*464= ERROR
374-346-544= -516
811)46-469= ERROR
669+639-452= 856
548-729)674= ERROR
402+522(955= ERROR
832)23)121= ERROR
277*998*495= 136840770
270(607(216= ERROR
524+64+269= 857
902(45)589= ERROR
411)899)227= ERROR
900*224(899= ERROR
850(628)369= ERROR
577)126(98= ERROR
784(615+567= ERROR
389-457*168= -76387
503*529-35= 266052
888)835-598= ERROR
657*647*329= 139850991
913*489-740= 445717
144-47-702= -605
619-294*943= -276623
268*10*39= 104520
30(499-450= ERROR
544)936*980= ERROR
779-186(732= ERROR
728*218)263= ERROR
355)253(667= ERROR
67)999+269= ERROR
874(874*721= ERROR
344)140(635= ERROR
765-411*517= -211722
653(226-715= ERROR
874)366-870= ERROR
895+512(323= ERROR
7-725*195= -141368
644-518+124= 250
320(435+600= ERROR
473+530-892= 111
788+213*236= 51056
827*589(182= ERROR
230)650-513= ERROR
243(316(484= ERROR
732*828+913= 607009
779)902)762= ERROR
480)29(345= ERROR
712+947-797= 862
354(840+542= ERROR
296)226)934= ERROR
823-479-863= -519
532*60+344= 32264
749(343(182= ERROR
58(445+352= ERROR
211-270*827= -223079
